Detector,Sli,Guard,Pfa,N,NMoments,Images,ShipsTotal,ShipsDetected,Pd_pooled,FalsePixels,BackgroundPixels,Pfa_pooled,PfaRatio,TP,FP,FN,Precision_pooled,Recall_pooled,F1_pooled,FractionInvalid,CoverageFraction,MaxLogMismatchPct,MedianShape,IQRShape,MedianC2,MedianSkew,EstMsPerMP,TotalMsPerMP,Pfa_CI_Lo,Pfa_CI_Hi,Ratio_CI_Lo,Ratio_CI_Hi,CI_Width
G0,151,109,1e-06,10920,3,60,189,47,0.248677248677249,994,6928643,0.000143462435573604,143.462435573604,47,96,142,0.328671328671329,0.248677248677249,0.283132530120482,0.810588255208333,0.189411744791667,0,5.20336320670473,6.39279337964907,0.111175097190195,-1.04516846959985,3218.57566666667,3658.94297395833,0.000134681969103468,0.000152664977367267,134.681969103468,152.664977367267,1.79830082637995e-05
G0-L1,151,109,1e-06,10920,2,60,189,0,0,0,1154,0,0,0,0,189,0,0,0,0.999934453125,6.5546875e-05,0,39.2636205438064,63.2903767782473,0.111175097190195,-1.04516846959985,23.8949348958333,295.151606770833,0,0.00319149895191459,0,3191.49895191459,0.00319149895191459
GenGamma,151,109,1e-06,10920,3,60,189,136,0.71957671957672,16149,37739689,0.00042790495703343,427.90495703343,136,9219,53,0.014537680384821,0.71957671957672,0.0284995808885163,0.00468005208333333,0.995319947916667,0,1.08309558260832,0.151919722978525,0.111175097190195,-1.04516846959985,167.306697916667,1152.38403385417,0.000421331790492646,0.00043455495309834,421.331790492646,434.55495309834,1.3223162605694e-05
GenGamma-exact,151,109,1e-06,10920,3,60,189,136,0.71957671957672,19569,37151361,0.000526737095849598,526.737095849598,136,12236,53,0.0109925638538636,0.71957671957672,0.0216543268848022,0.0200646614583333,0.979935338541667,0,1.17886901604803,0.157006736403111,0.111175097190195,-1.04516846959985,458.185546875,1454.27301302083,0.000519384501068263,0.000534167702463558,519.384501068263,534.167702463558,1.47832013952957e-05
K,151,109,1e-06,10920,2,60,189,0,0,0,1154,0,0,0,0,189,0,0,0,0.999934453125,6.5546875e-05,0,NaN,NaN,0.111175097190195,-1.04516846959985,9.090234375,279.463708333333,0,0.00319149895191459,0,3191.49895191459,0.00319149895191459
Lognormal,151,109,1e-06,10920,2,60,189,40,0.211640211640212,760,37914812,2.00449365277085e-05,20.0449365277085,40,46,149,0.465116279069767,0.211640211640212,0.290909090909091,0,1,0,0.333426402739631,0.00609989824525006,0.111175097190195,-1.04516846959985,6.6401953125,275.77840625,1.86449745393755e-05,2.15221625582295e-05,18.6449745393755,21.5221625582295,2.87718801885402e-06
Weibull,151,109,1e-06,10920,2,60,189,176,0.931216931216931,28190,37914812,0.000743508895679082,743.508895679082,176,6096,13,0.0280612244897959,0.931216931216931,0.0544807305370686,0,1,0,3.84664231353684,0.0683133650983136,0.111175097190195,-1.04516846959985,8.08742447916667,277.255005208333,0.000734857731615192,0.000752236436875461,734.857731615192,752.236436875461,1.7378705260269e-05
BurrXII,11,7,1e-05,72,3,60,189,11,0.0582010582010582,879,23955606,3.6692872641168e-05,3.6692872641168,11,685,178,0.0158045977011494,0.0582010582010582,0.0248587570621469,0.3655140625,0.6344859375,0,2.68585903666822,2.71573363259371,0.104938521661552,-0.906523767223446,401.539520833333,656.212354166667,3.43069758912994e-05,3.92009495499776e-05,3.43069758912994,3.92009495499776,4.89397365867813e-06
CA-CFAR,11,7,1e-05,72,0,60,189,0,0,169,37914812,4.45736088576676e-06,0.445736088576676,0,87,189,0,0,0,0,1,0,NaN,NaN,0.104938521661552,-0.906523767223446,0,228.61296875,3.81062380997861e-06,5.1823878143075e-06,0.381062380997861,0.51823878143075,1.37176400432888e-06
G0,11,7,1e-05,72,3,60,189,5,0.0264550264550265,572,9221922,6.20261155971608e-05,6.20261155971608,5,394,184,0.012531328320802,0.0264550264550265,0.0170068027210884,0.751784609375,0.248215390625,0,23.3820520614964,36.9997516818164,0.104938521661552,-0.906523767223446,3617.66344010417,4064.96922395833,5.70466744341299e-05,6.73237840850178e-05,5.70466744341299,6.73237840850178,1.02771096508879e-05
G0-L1,11,7,1e-05,72,2,60,189,0,0,0,8634,0,0,0,0,189,0,0,0,0.999623255208334,0.000376744791666667,0,11.7192027389917,19.5134049326716,0.104938521661552,-0.906523767223446,26.8001979166667,253.405989583333,0,0.000427159083720974,0,42.7159083720974,0.000427159083720974
GenGamma,11,7,1e-05,72,3,60,189,57,0.301587301587302,67526,37789598,0.00178689384311524,178.689384311524,57,56756,132,0.00100329150018482,0.301587301587302,0.00199992982702361,0.00356489583333333,0.996435104166667,0,1.42906403729865,1.98806171628167,0.104938521661552,-0.906523767223446,177.138572916667,1187.533203125,0.0017734532716227,0.00180041083034851,177.34532716227,180.041083034851,2.69575587258076e-05
GenGamma-exact,11,7,1e-05,72,3,60,189,53,0.28042328042328,47255,35424348,0.00133396950594546,133.396950594546,53,40906,136,0.001293976903733,0.28042328042328,0.00257606688052882,0.0655454166666667,0.934454583333333,0,1.59565067981513,2.02778398743765,0.104938521661552,-0.906523767223446,459.757653645833,1405.29708072917,0.00132197682537638,0.00134604379926705,132.197682537638,134.604379926705,2.40669738906763e-05
K,11,7,1e-05,72,2,60,189,0,0,0,8634,0,0,0,0,189,0,0,0,0.999623255208334,0.000376744791666667,0,NaN,NaN,0.104938521661552,-0.906523767223446,12.1581822916667,455.992565104167,0,0.000427159083720974,0,42.7159083720974,0.000427159083720974
Lognormal,11,7,1e-05,72,2,60,189,7,0.037037037037037,417,37914812,1.09983401737558e-05,1.09983401737558,7,223,182,0.0304347826086957,0.037037037037037,0.0334128878281623,0,1,0,0.323942110104476,0.0602730594877019,0.104938521661552,-0.906523767223446,6.91654427083333,229.68015625,9.96790287471193e-06,1.21063647629722e-05,0.996790287471193,1.21063647629722,2.13846188826031e-06
Weibull,11,7,1e-05,72,2,60,189,96,0.507936507936508,40933,37914812,0.00107960445643249,107.960445643249,96,22550,93,0.00423915923341871,0.507936507936508,0.00840814539084738,0,1,0,3.95919569756121,0.699250557217516,0.104938521661552,-0.906523767223446,8.7406015625,231.880885416667,0.00106917636473612,0.00109010884778448,106.917636473612,109.010884778448,2.0932483048358e-05
BurrXII,15,11,1e-05,104,3,60,189,10,0.0529100529100529,782,23065297,3.39037472615245e-05,3.39037472615245,10,538,179,0.0182481751824818,0.0529100529100529,0.0271370420624152,0.388277473958333,0.611722526041667,0,2.91500773642638,3.2837810232862,0.106784567694326,-0.946225814322558,379.166893229167,646.891481770833,3.15688328971671e-05,3.63656435218371e-05,3.15688328971671,3.63656435218371,4.79681062467001e-06
CA-CFAR,15,11,1e-05,104,0,60,189,3,0.0158730158730159,287,37914812,7.56960103085834e-06,0.756960103085834,3,136,186,0.0215827338129496,0.0158730158730159,0.0182926829268293,0,1,0,NaN,NaN,0.106784567694326,-0.946225814322558,0,241.25978125,6.71906905048431e-06,8.49797439457037e-06,0.671906905048431,0.849797439457037,1.77890534408607e-06
G0,15,11,1e-05,104,3,60,189,7,0.037037037037037,625,7764771,8.04917492093456e-05,8.04917492093456,7,393,182,0.0175,0.037037037037037,0.0237691001697793,0.788859010416667,0.211140989583333,0,26.6817507780678,45.4123808803809,0.106784567694326,-0.946225814322558,3463.04184114583,3893.68566666667,7.43043894683224e-05,8.70568156517426e-05,7.43043894683224,8.70568156517426,1.27524261834202e-05
G0-L1,15,11,1e-05,104,2,60,189,0,0,0,8108,0,0,0,0,189,0,0,0,0.999559973958333,0.000440026041666667,0,11.3807459938127,18.1420092733577,0.106784567694326,-0.946225814322558,25.8737994791667,265.591153645833,0,0.000454864383392989,0,45.4864383392989,0.000454864383392989
GenGamma,15,11,1e-05,104,3,60,189,42,0.222222222222222,60304,37830402,0.00159406183418299,159.406183418299,42,50330,147,0.000833796553640912,0.222222222222222,0.00166135954589506,0.00247018229166666,0.997529817708333,0,1.31628785683209,1.56375036937835,0.106784567694326,-0.946225814322558,182.02859375,1197.98510416667,0.00158137418419067,0.00160682585280555,158.137418419067,160.682585280555,2.54516686148767e-05
GenGamma-exact,15,11,1e-05,104,3,60,189,37,0.195767195767196,47185,35992858,0.0013109545232557,131.09545232557,37,40644,152,0.000909515498635727,0.195767195767196,0.0018106190359677,0.050591484375,0.949408515625,0,1.43004641393633,1.60797754295036,0.106784567694326,-0.946225814322558,459.4249453125,1438.34902083333,0.00129915989856198,0.00132282947542045,129.915989856198,132.282947542045,2.36695768584703e-05
K,15,11,1e-05,104,2,60,189,0,0,0,8108,0,0,0,0,189,0,0,0,0.999559973958333,0.000440026041666667,0,NaN,NaN,0.106784567694326,-0.946225814322558,10.8574296875,249.019783854167,0,0.000454864383392989,0,45.4864383392989,0.000454864383392989
Lognormal,15,11,1e-05,104,2,60,189,4,0.0211640211640212,310,37914812,8.17622410998636e-06,0.817622410998636,4,153,185,0.0254777070063694,0.0211640211640212,0.023121387283237,0,1,0,0.326778938543229,0.0507669837582641,0.106784567694326,-0.946225814322558,6.86997395833333,243.316953125,7.29126918086835e-06,9.13896416912219e-06,0.729126918086835,0.913896416912219,1.84769498825384e-06
Weibull,15,11,1e-05,104,2,60,189,129,0.682539682539683,37625,37914812,0.000992356232703989,99.2356232703989,129,18055,60,0.00709414870215574,0.682539682539683,0.0140423447450063,0,1,0,3.92482744786653,0.582178267563871,0.106784567694326,-0.946225814322558,8.48813020833334,245.428052083333,0.000982358987817223,0.00100242979606124,98.2358987817223,100.242979606124,2.00708082440215e-05
BurrXII,17,13,1e-05,120,3,60,189,8,0.0423280423280423,793,22782627,3.4807223943051e-05,3.4807223943051,8,505,181,0.0155945419103314,0.0423280423280423,0.0227920227920228,0.395470494791667,0.604529505208333,0,3.05994703659689,3.4035228822435,0.107254902632758,-0.963263827290802,375.404091145833,626.2482109375,3.24264782866677e-05,3.73165162266652e-05,3.24264782866677,3.73165162266652,4.89003793999754e-06
CA-CFAR,17,13,1e-05,120,0,60,189,4,0.0211640211640212,323,37914812,8.51909802427611e-06,0.85190980242761,4,136,185,0.0285714285714286,0.0211640211640212,0.0243161094224924,0,1,0,NaN,NaN,0.107254902632758,-0.963263827290802,0,225.943091145833,7.61525078803493e-06,9.50070125909107e-06,0.761525078803493,0.950070125909107,1.88545047105614e-06
G0,17,13,1e-05,120,3,60,189,10,0.0529100529100529,616,7272646,8.47009465330775e-05,8.47009465330775,10,374,179,0.0260416666666667,0.0529100529100529,0.0349040139616056,0.801336328125,0.198663671875,0,27.7170709519684,47.4557304252481,0.107254902632758,-0.963263827290802,3495.763265625,3900.90611458333,7.81436035994343e-05,9.16615901440137e-05,7.81436035994343,9.16615901440137,1.35179865445794e-05
G0-L1,17,13,1e-05,120,2,60,189,0,0,0,8222,0,0,0,0,189,0,0,0,0.999522760416667,0.000477239583333333,0,10.9580077319186,18.1830346251835,0.107254902632758,-0.963263827290802,26.1724088541667,250.663140625,0,0.000448558994432971,0,44.8558994432971,0.000448558994432971
GenGamma,17,13,1e-05,120,3,60,189,37,0.195767195767196,55981,37835491,0.00147958962657575,147.958962657575,37,46835,152,0.000789383853899983,0.195767195767196,0.00157242727523852,0.00233617187500001,0.997663828125,0,1.27074148355253,1.44352956639652,0.107254902632758,-0.963263827290802,174.547244791667,1159.29072135417,0.00146736706284128,0.00149188857018106,146.736706284128,149.188857018106,2.45215073397735e-05
GenGamma-exact,17,13,1e-05,120,3,60,189,34,0.17989417989418,45799,36178914,0.00126590311693712,126.590311693712,34,39405,155,0.000862090823803849,0.17989417989418,0.00171595841324316,0.045698828125,0.954301171875,0,1.37691043618916,1.48945640590018,0.107254902632758,-0.963263827290802,466.2807265625,1419.8241171875,0.00125434289647086,0.00127754326085934,125.434289647086,127.754326085934,2.32003643884796e-05
K,17,13,1e-05,120,2,60,189,0,0,0,8222,0,0,0,0,189,0,0,0,0.999522760416667,0.000477239583333333,0,NaN,NaN,0.107254902632758,-0.963263827290802,11.0061770833333,233.738122395833,0,0.000448558994432971,0,44.8558994432971,0.000448558994432971
Lognormal,17,13,1e-05,120,2,60,189,5,0.0264550264550265,279,37914812,7.35860169898772e-06,0.735860169898772,5,128,184,0.037593984962406,0.0264550264550265,0.031055900621118,0,1,0,0.327497603478077,0.0472656221105979,0.107254902632758,-0.963263827290802,6.47450260416667,227.068541666667,6.52036462366033e-06,8.27470131745465e-06,0.652036462366033,0.827470131745465,1.75433669379432e-06
Weibull,17,13,1e-05,120,2,60,189,137,0.724867724867725,36810,37914812,0.00097086067576967,97.086067576967,137,16677,52,0.00814797192815511,0.724867724867725,0.0161148032700112,0,1,0,3.91621946356527,0.541948620069244,0.107254902632758,-0.963263827290802,7.93872395833333,228.685776041667,0.000960972466145352,0.00098082520861223,96.0972466145352,98.082520861223,1.98527424668781e-05
BurrXII,21,15,1e-05,216,3,60,189,13,0.0687830687830688,589,21920774,2.68694891886573e-05,2.68694891886573,13,349,176,0.0359116022099447,0.0687830687830688,0.0471869328493648,0.417703333333333,0.582296666666667,0,3.81845884259573,4.75973570938385,0.108167498172672,-1.0200093248858,353.547442708333,608.0677734375,2.47430586085038e-05,2.91297726735667e-05,2.47430586085038,2.91297726735667,4.38671406506289e-06
CA-CFAR,21,15,1e-05,216,0,60,189,11,0.0582010582010582,377,37914812,9.94334351440276e-06,0.994334351440276,11,133,178,0.0763888888888889,0.0582010582010582,0.0660660660660661,0,1,0,NaN,NaN,0.108167498172672,-1.0200093248858,0,230.700703125,8.96482054157402e-06,1.09995179012967e-05,0.896482054157402,1.09995179012967,2.03469735972272e-06
G0,21,15,1e-05,216,3,60,189,18,0.0952380952380952,548,5451580,0.000100521316755876,10.0521316755876,18,262,171,0.0642857142857143,0.0952380952380952,0.0767590618336887,0.848317239583333,0.151682760416667,0,35.0905701040101,64.8008252645065,0.108167498172672,-1.0200093248858,3420.378859375,3786.87895572917,9.22805532113337e-05,0.000109300514832942,9.22805532113337,10.9300514832942,1.70199616216084e-05
G0-L1,21,15,1e-05,216,2,60,189,0,0,0,6339,0,0,0,0,189,0,0,0,0.999582942708333,0.000417057291666667,0,13.7844098545925,21.2121687018737,0.108167498172672,-1.0200093248858,26.3593151041667,255.4451953125,0,0.000581764682151214,0,58.1764682151214,0.000581764682151214
GenGamma,21,15,1e-05,216,3,60,189,35,0.185185185185185,40987,37841887,0.00108311194946489,108.311194946489,35,33939,154,0.00103019956437276,0.185185185185185,0.00204900038052864,0.002167578125,0.997832421875,0,1.13766805361489,1.0214013403839,0.108167498172672,-1.0200093248858,174.9217265625,1142.181390625,0.00107265687397131,0.00109364347102971,107.265687397131,109.364347102971,2.09865970583996e-05
GenGamma-exact,21,15,1e-05,216,3,60,189,33,0.174603174603175,37059,36667301,0.00101068251519249,101.068251519249,33,31329,156,0.00105222881193801,0.174603174603175,0.00209185128839023,0.032916484375,0.967083515625,0,1.23747697545176,1.06444127370983,0.108167498172672,-1.0200093248858,475.497635416667,1428.53906510417,0.00100042347550906,0.00102102046803412,100.042347550906,102.102046803412,2.05969925250599e-05
K,21,15,1e-05,216,2,60,189,0,0,0,6339,0,0,0,0,189,0,0,0,0.999582942708333,0.000417057291666667,0,NaN,NaN,0.108167498172672,-1.0200093248858,11.15103125,238.592973958333,0,0.000581764682151214,0,58.1764682151214,0.000581764682151214
Lognormal,21,15,1e-05,216,2,60,189,2,0.0105820105820106,211,37914812,5.56510737808749e-06,0.556510737808749,2,89,187,0.021978021978022,0.0105820105820106,0.0142857142857143,0,1,0,0.328888275147962,0.0358046981281553,0.108167498172672,-1.0200093248858,6.5767109375,232.037270833333,4.83946422068943e-06,6.36883843868065e-06,0.483946422068943,0.636883843868065,1.52937421799121e-06
Weibull,21,15,1e-05,216,2,60,189,134,0.708994708994709,32309,37914812,0.000852147176675965,85.2147176675965,134,12831,55,0.0103355187042036,0.708994708994709,0.0203740307130911,0,1,0,3.89965205420419,0.402700992901659,0.108167498172672,-1.0200093248858,8.22976822916667,233.703354166667,0.000842884252504554,0.000861486451259361,84.2884252504554,86.1486451259361,1.86021987548064e-05
BurrXII,31,21,1e-05,520,3,60,189,24,0.126984126984127,556,21937618,2.53445930182575e-05,2.53445930182575,24,283,165,0.0781758957654723,0.126984126984127,0.0967741935483871,0.416839765625,0.583160234375,0,5.19052884456132,6.29112541470277,0.109036278620422,-1.06600897970777,352.0445859375,618.723513020833,2.32814179325755e-05,2.75415714622653e-05,2.32814179325755,2.75415714622653,4.26015352968985e-06
CA-CFAR,31,21,1e-05,520,0,60,189,37,0.195767195767196,484,37914812,1.27654595781722e-05,1.27654595781722,37,166,152,0.182266009852217,0.195767195767196,0.188775510204082,0,1,0,NaN,NaN,0.109036278620422,-1.06600897970777,0,244.0746875,1.16533635395135e-05,1.39550537085823e-05,1.16533635395135,1.39550537085823,2.30169016906878e-06
G0,31,21,1e-05,520,3,60,189,25,0.132275132275132,393,4462993,8.80574986337644e-05,8.80574986337644,25,186,164,0.118483412322275,0.132275132275132,0.125,0.873276484375,0.126723515625,0,5.47690596032312,21.373463295378,0.109036278620422,-1.06600897970777,3346.92590625,3699.3300234375,7.95659651090961e-05,9.72084226959237e-05,7.95659651090961,9.72084226959237,1.76424575868275e-05
G0-L1,31,21,1e-05,520,2,60,189,0,0,0,5552,0,0,0,0,189,0,0,0,0.999646744791667,0.000353255208333333,0,20.3773746987009,28.5820802103769,0.109036278620422,-1.06600897970777,25.7869947916667,267.5198515625,0,0.00066420285236429,0,66.420285236429,0.00066420285236429
GenGamma,31,21,1e-05,520,3,60,189,41,0.216931216931217,28197,37832947,0.000745302764809731,74.530276480973,41,23824,148,0.00171799706683428,0.216931216931217,0.00340899642471107,0.00238408854166668,0.997615911458334,0,1.04243612122118,0.586566155239367,0.109036278620422,-1.06600897970777,177.134109375,1148.32797916667,0.000736631809081397,0.000754050262645598,73.6631809081397,75.4050262645598,1.74184535642008e-05
GenGamma-exact,31,21,1e-05,520,3,60,189,42,0.222222222222222,27452,36963993,0.000742668683007271,74.2668683007271,42,23353,147,0.00179525539645223,0.222222222222222,0.00356173677069199,0.0251044010416667,0.974895598958333,0,1.13675964893666,0.616666205939391,0.109036278620422,-1.06600897970777,473.50759375,1434.75510677083,0.000733912245104945,0.00075150346491139,73.3912245104945,75.1503464911389,1.75912198064448e-05
K,31,21,1e-05,520,2,60,189,0,0,0,5552,0,0,0,0,189,0,0,0,0.999646744791667,0.000353255208333333,0,NaN,NaN,0.109036278620422,-1.06600897970777,10.4513958333333,250.817669270833,0,0.00066420285236429,0,66.420285236429,0.00066420285236429
Lognormal,31,21,1e-05,520,2,60,189,5,0.0264550264550265,189,37914812,4.98485921544329e-06,0.498485921544329,5,61,184,0.0757575757575758,0.0264550264550265,0.0392156862745098,0,1,0,0.330206143049672,0.0234864363882069,0.109036278620422,-1.06600897970777,6.87743489583333,245.294411458333,4.29945394817732e-06,5.74844988195452e-06,0.429945394817732,0.574844988195452,1.4489959337772e-06
Weibull,31,21,1e-05,520,2,60,189,163,0.862433862433862,29816,37914812,0.000786394509881784,78.6394509881784,163,10512,26,0.0152693208430913,0.862433862433862,0.0300073637702504,0,1,0,3.88409481343037,0.260408799462111,0.109036278620422,-1.06600897970777,8.32878125,247.031552083333,0.000777496821834157,0.000795368564263842,77.7496821834157,79.5368564263842,1.78717424296848e-05
BurrXII,41,27,1e-05,952,3,60,189,33,0.174603174603175,481,22170573,2.16954248318255e-05,2.16954248318255,33,248,156,0.117437722419929,0.174603174603175,0.140425531914894,0.4105728125,0.5894271875,0,5.62501781399278,6.79061673070256,0.109743158004747,-1.07443833748282,348.4837265625,610.8187109375,1.97996288393854e-05,2.37237572748128e-05,1.97996288393854,2.37237572748128,3.92412843542734e-06
CA-CFAR,41,27,1e-05,952,0,60,189,52,0.275132275132275,509,37914812,1.34248324902679e-05,1.34248324902679,52,160,137,0.245283018867925,0.275132275132275,0.259351620947631,0,1,0,NaN,NaN,0.109743158004747,-1.07443833748282,0,238.409875,1.22837308511609e-05,1.46434034967081e-05,1.22837308511609,1.46434034967081,2.35967264554728e-06
G0,41,27,1e-05,952,3,60,189,38,0.201058201058201,460,4547081,0.000101163801568523,10.1163801568523,38,171,151,0.181818181818182,0.201058201058201,0.190954773869347,0.870662135416667,0.129337864583333,0,2.97808864780247,4.72803249648022,0.109743158004747,-1.07443833748282,3292.7868125,3639.40709375,9.21295048508153e-05,0.000110844467286231,9.21295048508153,11.0844467286231,1.87149624354161e-05
G0-L1,41,27,1e-05,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,20.7080570556527,28.9380681444402,0.109743158004747,-1.07443833748282,24.8877161458333,260.613916666667,0,0.000761088853139913,0,76.1088853139913,0.000761088853139913
GenGamma,41,27,1e-05,952,3,60,189,51,0.26984126984127,23986,37823015,0.000634164145824969,63.4164145824969,51,20364,138,0.00249816311535636,0.26984126984127,0.00495049504950495,0.0026203125,0.9973796875,0,1.02634049765859,0.429666114197655,0.109743158004747,-1.07443833748282,176.376432291667,1133.95398697917,0.000626166233963147,0.000642238649878227,62.6166233963147,64.2238649878227,1.60724159150804e-05
GenGamma-exact,41,27,1e-05,952,3,60,189,50,0.264550264550265,24778,37048446,0.000668799981516094,66.8799981516094,50,21136,139,0.00236004908902105,0.264550264550265,0.00467836257309942,0.0228610677083333,0.977138932291667,0,1.12000898398777,0.446323838593616,0.109743158004747,-1.07443833748282,478.759065104167,1433.36325260417,0.000660500872374742,0.000677177275993949,66.0500872374742,67.7177275993949,1.66764036192074e-05
K,41,27,1e-05,952,2,60,189,0,0,0,4845,0,0,0,0,189,0,0,0,0.999703567708333,0.000296432291666667,0,NaN,NaN,0.109743158004747,-1.07443833748282,15.4206197916667,250.186760416667,0,0.000761088853139913,0,76.1088853139913,0.000761088853139913
Lognormal,41,27,1e-05,952,2,60,189,16,0.0846560846560847,165,37914812,4.35186121983145e-06,0.435186121983145,16,41,173,0.280701754385965,0.0846560846560847,0.130081300813008,0,1,0,0.331275044844257,0.0177316640733797,0.109743158004747,-1.07443833748282,6.85183072916667,239.7743828125,3.71312804986193e-06,5.06890734943122e-06,0.371312804986193,0.506890734943122,1.35577929956929e-06
Weibull,41,27,1e-05,952,2,60,189,164,0.867724867724868,29764,37914812,0.000785023014224625,78.5023014224625,164,9864,25,0.0163542082169924,0.867724867724868,0.0321033571498483,0,1,0,3.87155592099442,0.194297881583264,0.109743158004747,-1.07443833748282,8.075296875,241.123677083333,0.000776133104249661,0.000793989290873939,77.6133104249661,79.3989290873939,1.78561866242776e-05
BurrXII,51,41,1e-05,920,3,60,189,60,0.317460317460317,644,22372223,2.87856955475547e-05,2.87856955475547,60,335,129,0.151898734177215,0.317460317460317,0.205479452054795,0.405219973958333,0.594780026041667,0,5.30041653592766,6.5882556753633,0.110423433117789,-1.06777013545029,349.293877604167,617.013770833333,2.66051115374211e-05,3.10973535829721e-05,2.66051115374211,3.10973535829721,4.49224204555099e-06
CA-CFAR,51,41,1e-05,920,0,60,189,70,0.37037037037037,1031,37914812,2.71925388948256e-05,2.71925388948256,70,201,119,0.25830258302583,0.37037037037037,0.304347826086957,0,1,0,NaN,NaN,0.110423433117789,-1.06777013545029,0,242.78334375,2.55578177712428e-05,2.89043923626621e-05,2.55578177712428,2.89043923626621,3.34657459141931e-06
G0,51,41,1e-05,920,3,60,189,57,0.301587301587302,572,4895120,0.000116851068002419,11.6851068002419,57,210,132,0.213483146067416,0.301587301587302,0.25,0.861488984375,0.138511015625,0,3.2323006521183,5.01703986008612,0.110423433117789,-1.06777013545029,3308.05858854167,3667.51878125,0.000107470524632769,0.000126831054646572,10.7470524632769,12.6831054646572,1.93605300138035e-05
G0-L1,51,41,1e-05,920,2,60,189,0,0,0,7203,0,0,0,0,189,0,0,0,0.999619479166667,0.000380520833333333,0,21.927310189753,28.9615299046531,0.110423433117789,-1.06777013545029,24.7173333333333,265.255669270833,0,0.000511999864031704,0,51.1999864031704,0.000511999864031704
GenGamma,51,41,1e-05,920,3,60,189,88,0.465608465608466,24900,37817842,0.000658419377816429,65.8419377816429,88,20529,101,0.0042683222583305,0.465608465608466,0.00845909833701817,0.00272901041666666,0.997270989583333,0,1.03923191544702,0.44204542203071,0.110423433117789,-1.06777013545029,178.100200520833,1140.22639583333,0.000650269018029788,0.00066664633346469,65.0269018029788,66.664633346469,1.6377315434902e-05
GenGamma-exact,51,41,1e-05,920,3,60,189,88,0.465608465608466,25703,37051724,0.000693705912307886,69.3705912307886,88,21348,101,0.00410524351558126,0.465608465608466,0.00813872832369942,0.0227059895833333,0.977294010416667,0,1.13339453580072,0.456134658529155,0.110423433117789,-1.06777013545029,477.924205729167,1436.70205989583,0.000685253692146388,0.000702236303951735,68.5253692146387,70.2236303951735,1.69826118053474e-05
K,51,41,1e-05,920,2,60,189,0,0,0,7203,0,0,0,0,189,0,0,0,0.999619479166667,0.000380520833333333,0,NaN,NaN,0.110423433117789,-1.06777013545029,9.7185546875,248.994872395833,0,0.000511999864031704,0,51.1999864031704,0.000511999864031704
Lognormal,51,41,1e-05,920,2,60,189,32,0.169312169312169,292,37914812,7.70147561327747e-06,0.770147561327747,32,71,157,0.310679611650485,0.169312169312169,0.219178082191781,0,1,0,0.332298340868495,0.0182344460543223,0.110423433117789,-1.06777013545029,6.60754947916667,244.558947916667,6.84334623620707e-06,8.63743358772716e-06,0.684334623620707,0.863743358772716,1.79408735152009e-06
Weibull,51,41,1e-05,920,2,60,189,180,0.952380952380952,32500,37914812,0.000857184785724376,85.7184785724376,180,10419,9,0.0169827342202095,0.952380952380952,0.0333704115684093,0,1,0,3.85967711001012,0.197615057527194,0.110423433117789,-1.06777013545029,8.34553645833333,246.2650390625,0.000847894471669096,0.000866551448999839,84.7894471669096,86.6551448999839,1.86569773307433e-05
BurrXII,61,49,1e-05,1320,3,60,189,75,0.396825396825397,812,22560984,3.59913379664646e-05,3.59913379664646,75,286,114,0.207756232686981,0.396825396825397,0.272727272727273,0.400265755208333,0.599734244791667,0,5.56652349850619,6.64272276986387,0.110639654706373,-1.06152903732262,350.887489583333,621.11484375,3.35580686067042e-05,3.85543986452962e-05,3.35580686067042,3.85543986452962,4.99633003859193e-06
CA-CFAR,61,49,1e-05,1320,0,60,189,90,0.476190476190476,1162,37914812,3.06476529542069e-05,3.06476529542069,90,199,99,0.311418685121107,0.476190476190476,0.376569037656904,0,1,0,NaN,NaN,0.110639654706373,-1.06152903732262,0,244.927205729167,2.89106301348221e-05,3.24617614853144e-05,2.89106301348221,3.24617614853144,3.55113135049237e-06
G0,61,49,1e-05,1320,3,60,189,77,0.407407407407407,678,5130305,0.000132155885468798,13.2155885468798,77,201,112,0.276978417266187,0.407407407407407,0.329764453961456,0.855373932291667,0.144626067708333,0,3.38085558013229,3.57262250260002,0.110639654706373,-1.06152903732262,3307.72309114583,3677.10384895833,0.000122394724536698,0.000142488349387848,12.2394724536698,14.2488349387848,2.00936248511505e-05
G0-L1,61,49,1e-05,1320,2,60,189,0,0,0,5932,0,0,0,0,189,0,0,0,0.99967484375,0.00032515625,0,24.2000841753103,39.0918690267072,0.110639654706373,-1.06152903732262,25.1653802083333,267.6496171875,0,0.00062166768487912,0,62.166768487912,0.00062166768487912
GenGamma,61,49,1e-05,1320,3,60,189,107,0.566137566137566,23738,37808902,0.000627841559641166,62.7841559641166,107,19096,82,0.00557204603447378,0.566137566137566,0.0110354785478548,0.00294697916666666,0.997053020833333,0,1.05013819986012,0.367220464383703,0.110639654706373,-1.06152903732262,173.649591145833,1131.42140364583,0.000619882237046059,0.000635877504855695,61.9882237046059,63.5877504855695,1.59952678096362e-05
